OSEBuildingID,BuildingType,PrimaryPropertyType,Address,Neighborhood,Latitude,Longitude,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ENERGYSTARScore,SteamUse(kBtu),Electricity(kWh),NaturalGas(therms),TotalGHGEmissions,TotalGHGEmissions_log,GFA_per_floor,Parking_ratio,Building_age_squared,Is_old_building,Size_floors,Age_size,Age_floors,GFA_sqrt,Floors_squared,Neighborhood_mean,Neighborhood_std,PrimaryPropertyType_mean,PrimaryPropertyType_std
23701.0,NonResidential,Warehouse,1136 S. Albro Place,GREATER DUWAMISH,47.5465,-122.31704,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,28000.0,Office,4000.0,73.0,0.0,575815.125,0.0,13.7,2.6878474937846906,31899.968100031903,0.0,2809,1,31900.0,1690700.0,53.0,178.60571099491753,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
401.0,NonResidential,Hotel,1325 6th Ave,DOWNTOWN,47.60968,-122.33379,Hotel,Hotel,310000.0,Parking,11745.0,58.0,845964.4437500031,4272584.5,28667.04883,564.2850000000001,6.337327980655664,24542.006060882963,0.0,7396,1,3804072.600000013,26277128.0,1070.7000000000037,552.7639640931742,155.00250000000108,4.33905242153749,1.3718571608439065,5.200314767144004,1.0251480911591004
238.0,Nonresidential COS,Small- and Mid-Sized Office,1300 N 97th ST,NORTHWEST,47.70044,-122.34136,"Data Center, Distribution Center, Office, Other, Parking",Office,57968.0,Distribution Center,32881.0,73.0,0.0,2079127.75,23783.73047,175.77,5.174849452547792,45564.97721751139,0.0,3481,1,182260.0,5376670.0,118.0,301.8774585821207,4.0,3.974065390603938,1.308375369217394,3.297269669658814,0.9073490338149458
600.0,NonResidential,Warehouse,4100 4th Avenue South,GREATER DUWAMISH,47.56558,-122.32889,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,98480.0,Parking,11745.0,65.0,0.0,704380.6875,4282.180176,39.5,3.701301974112493,98479.90152009849,0.0,3600,1,98480.0,5908800.0,60.0,313.81523226255285,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
21336.0,NonResidential,Other,1004 Boren Ave,EAST,47.6097,-122.325,Social/Meeting Hall,Social/Meeting Hall,20411.0,Parking,11745.0,73.0,0.0,227122.7031,12395.33008,71.23,4.279855472062756,7012.730995756335,0.0,10816,1,63114.600000000006,2187972.8000000003,312.0,145.04551009941673,9.0,4.224068175692096,1.3596665755260893,4.282175547469136,1.3053288873026805
27982.0,NonResidential,Small- and Mid-Sized Office,9620 Stone Ave N,NORTHWEST,47.69898,-122.34162,"Non-Refrigerated Warehouse, Office, Parking",Office,14317.0,Non-Refrigerated Warehouse,7850.0,77.0,0.0,163329.0,3970.73999,24.97,3.256942025674657,8370.330543223152,0.0,1156,0,75333.0,853774.0,102.0,158.4645070670401,9.0,3.974065390603938,1.308375369217394,3.297269669658814,0.9073490338149458
25148.0,NonResidential,Small- and Mid-Sized Office,4714 Rainier Ave S,SOUTHEAST,47.56029,-122.2884125,Office,Office,22014.0,Parking,11745.0,55.0,0.0,265016.4063,0.0,6.3,1.9878743481543453,11624.994187502905,0.0,2401,0,46500.0,1139250.0,98.0,152.47950681976906,4.0,3.8364002036202964,1.1819283182974878,3.297269669658814,0.9073490338149458
444.0,NonResidential,Warehouse,651 S Alaska St,GREATER DUWAMISH,47.56064,-122.32522,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,123061.0,Parking,11745.0,59.0,0.0,582630.1875,0.0,13.86,2.698673039289613,123060.87693912307,0.0,225,0,123061.0,1845915.0,15.0,350.8005131125096,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
318.0,NonResidential,Mixed Use Property,1001 Alaskan Way,DOWNTOWN,47.6041,-122.33958,"Other, Restaurant, Retail Store",Restaurant,32494.0,Other,29793.0,73.0,0.0,1110179.625,65448.83886650005,377.27,5.935608226353245,62899.9371000629,0.0,12100,1,62900.0,6919000.0,110.0,250.79872407968904,1.0,4.33905242153749,1.3718571608439065,4.02240740070352,1.4535352529774157
449.0,NonResidential,Large Office,1551 Eastlake Ave E,LAKE UNION,47.63349,-122.32634,"Laboratory, Office, Parking",Office,125779.0,Parking,32821.0,19.0,0.0,4672048.0,23681.20117,236.9,5.471850417308912,52866.649044450314,0.2421185371989778,2916,1,475800.0,8564400.0,162.0,398.24615503479754,9.0,4.1935172859006355,1.3505221170910435,4.929536101732507,0.8692448643013228
811.0,NonResidential,Warehouse,3849 1st Ave S.,GREATER DUWAMISH,47.56733,-122.3352,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,178087.0,Parking,11745.0,57.0,0.0,1013933.875,0.0,24.12,3.223664341599998,179412.82058717942,0.0,4900,1,179413.0,12558910.0,70.0,423.5717176582969,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
123.65,NonResidential,Hotel,900 Madison St.,EAST,47.60898,-122.32693,Hotel,Hotel,76631.0,Parking,11745.0,71.0,0.0,779819.0,45980.16016,262.75,5.575001684790276,10947.284150387979,0.0,11664,1,536417.0,8276148.0,756.0,276.82304817337734,49.0,4.224068175692096,1.3596665755260893,5.200314767144004,1.0251480911591004
21179.0,NonResidential,Small- and Mid-Sized Office,2 Nickerson,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,Office,Office,25262.0,Parking,11745.0,54.0,0.0,344277.3125,2948.820068,23.85,3.2128577525426376,8420.663859778713,0.0,1369,0,75786.0,934694.0,111.0,158.94024034208581,9.0,3.935323358003718,1.285361666288839,3.297269669658814,0.9073490338149458
49701.7,Nonresidential COS,Other,1400 E Galer St,EAST,47.63228,-122.31574,Other - Recreation,Other - Recreation,23445.0,Parking,11745.0,73.0,0.0,369539.8125,47153.75781,259.22,5.56152742707533,23444.976555023448,0.0,10816,1,23445.0,2438280.0,104.0,153.11760186209813,1.0,4.224068175692096,1.3596665755260893,4.282175547469136,1.3053288873026805
23674.0,NonResidential,Small- and Mid-Sized Office,2345 Eastlake Ave E,LAKE UNION,47.64113,-122.32625,"Office, Parking",Office,33705.0,Parking,21908.0,73.0,0.0,584691.5,0.0,13.91,2.702032128776647,19043.993652002115,0.3834628579362973,256,0,171396.0,914112.0,48.0,239.02301144450507,9.0,4.1935172859006355,1.3505221170910435,3.297269669658814,0.9073490338149458
49701.7,NonResidential,Other,4520 Martin Luther King Jr. Way S,SOUTHEAST,47.5626,-122.29396,Pre-school/Daycare,Pre-school/Daycare,40265.0,Parking,11745.0,73.0,0.0,402023.1875,7874.669922,51.39,3.958715733420128,40264.95973504027,0.0,49,0,40265.0,281855.0,7.0,200.66140635408692,1.0,3.8364002036202964,1.1819283182974878,4.282175547469136,1.3053288873026805
24603.0,NonResidential,Warehouse,7133 Delridge Way Sw,DELRIDGE,47.53846,-122.36175,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,43556.0,Parking,11745.0,80.0,0.0,90387.0,0.0,3.5705,1.5195508068830703,18299.990850004575,0.0,1156,0,73200.0,1244400.0,68.0,191.3112646970899,4.0,3.9847199175552697,1.240497105330465,3.105404464515096,1.1998106393931918
22585.0,NonResidential,Small- and Mid-Sized Office,2303 W. Commodore Way,MAGNOLIA / QUEEN ANNE,47.66006,-122.3783225,"Office, Parking",Office,25184.0,Parking,4968.0,96.0,0.0,247382.2031,9.760000229,5.94,1.937301774518713,7537.998115500471,0.18837888033336497,81,0,120608.0,271368.0,36.0,173.64331256918592,16.0,3.935323358003718,1.285361666288839,3.297269669658814,0.9073490338149458
24539.0,NonResidential,Warehouse,309 South Cloverdale Street,GREATER DUWAMISH,47.537451,-122.33064,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,27850.0,Parking,11745.0,55.0,0.0,148811.0,6685.990234,39.05,3.690128673514368,27419.97258002742,0.0,1369,0,27420.0,1014540.0,37.0,165.58985476169727,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
21290.0,NonResidential,Small- and Mid-Sized Office,111 Queen Anne Ave N,MAGNOLIA / QUEEN ANNE,47.6189,-122.35713,"Office, Parking",Office,52908.0,Parking,33055.0,43.0,0.0,1313294.375,0.0,31.24,3.4732079176384274,17192.59656148069,0.38452590067372566,961,0,429815.0,2664853.0,155.0,293.1944747091937,25.0,3.935323358003718,1.285361666288839,3.297269669658814,0.9073490338149458
26911.0,NonResidential,Residence Hall,4505 18th Ave NE,NORTHEAST,47.66164,-122.30874,Residence Hall/Dormitory,Residence Hall/Dormitory,23616.0,Parking,11745.0,55.0,0.0,218032.5938,9124.929688,53.65,4.000949214622548,5903.998524000369,0.0,8100,1,94464.0,2125440.0,360.0,153.67498169838836,16.0,4.011790676637696,1.2673379379504515,4.119649028487958,1.2451946653722543
348.0,NonResidential,Large Office,1101 2nd Avenue,DOWNTOWN,47.60581,-122.33664,"Office, Parking",Office,84838.0,Parking,15401.0,81.0,0.0,1097077.25,0.0,26.1,3.299533727885655,19742.622532172187,0.3988388068937208,2304,0,1263528.0,7581168.0,384.0,397.417916053114,64.0,4.33905242153749,1.3718571608439065,4.929536101732507,0.8692448643013228
20967.0,SPS-District K-12,K-12 School,3528 Ferdinand St.,SOUTHEAST,47.55818,-122.2884125,K-12 School,K-12 School,33105.0,Parking,11745.0,79.0,0.0,138864.7969,12515.2959,69.77,4.259435182087693,33104.96689503311,0.0,8281,1,33105.0,3012555.0,91.0,181.94779471046084,1.0,3.8364002036202964,1.1819283182974878,4.017308587795052,1.0064545144201091
422.0,NonResidential,Large Office,601 Union St.,DOWNTOWN,47.61043,-122.33206,"Office, Other, Parking",Office,339005.65000000026,Parking,95742.6500000001,97.0,845964.4437500031,6551398.275000007,25202.29883,525.78,6.2667830040763,32118.47533184934,0.22158796854111856,729,0,4978444.372500029,10796626.350000026,336.15000000000117,632.3567426698327,155.00250000000108,4.33905242153749,1.3718571608439065,4.929536101732507,0.8692448643013228
640.0,NonResidential,Large Office,2401 Utah Ave South,GREATER DUWAMISH,47.58181,-122.33534,"Non-Refrigerated Warehouse, Office, Retail Store",Office,339005.65000000026,Retail Store,95742.6500000001,79.0,0.0,6551398.275000007,63700.19922,564.2850000000001,6.337327980655664,66645.8305590284,0.0,10816,1,2399250.300000006,41587005.2000001,624.0,632.3567426698327,36.0,3.5021939623231493,1.2671561408877454,4.929536101732507,0.8692448643013228
25528.0,NonResidential,Large Office,1011 Western Ave,DOWNTOWN,47.60449,-122.33803,"Multifamily Housing, Office, Parking, Retail Store",Office,162422.0,Parking,83064.0,73.0,0.0,2788050.25,0.0,66.32,4.209457369322605,24703.371509769273,0.2700767662570838,1089,0,3829084.6500000134,10149381.0,410.85000000000144,554.5782181081403,155.00250000000108,4.33905242153749,1.3718571608439065,4.929536101732507,0.8692448643013228
26973.0,NonResidential,Mixed Use Property,657 South Weller Street,DOWNTOWN,47.59737,-122.32487,"Multifamily Housing, Office, Restaurant",Office,24099.0,Multifamily Housing,23632.0,73.0,0.0,387981.3125,0.0,9.23,2.325324579963535,16432.994522335157,0.0,11449,1,147897.0,5274993.0,321.0,222.0337812135802,9.0,4.33905242153749,1.3718571608439065,4.02240740070352,1.4535352529774157
24908.0,SPS-District K-12,K-12 School,1810 NW 65th St.,BALLARD,47.6763,-122.3783225,K-12 School,K-12 School,117116.0,Parking,11745.0,83.0,0.0,302358.8125,46906.76953,256.31,5.55028158367044,39038.653653782116,0.0,7225,1,351348.0,9954860.0,255.0,342.2221500721425,9.0,3.912910514987732,1.2339019117506258,4.017308587795052,1.0064545144201091
657.0,NonResidential,Mixed Use Property,2200 Westlake Ave.,DOWNTOWN,47.61783,-122.33729,"Financial Office, Hotel, Multifamily Housing, Other, Parking, Restaurant, Supermarket/Grocery Store",Parking,339005.65000000026,Multifamily Housing,95742.6500000001,31.0,0.0,6551398.275000007,65448.83886650005,564.2850000000001,6.337327980655664,399874.65012535086,0.0,100,0,399875.050000001,3998750.50000001,10.0,632.3567426698327,1.0,4.33905242153749,1.3718571608439065,4.02240740070352,1.4535352529774157
24451.0,NonResidential,Warehouse,1512 11TH AVE,EAST,47.61467,-122.31777,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,43200.0,Parking,11745.0,38.0,0.0,338685.5938,7742.560547,49.18,3.915616540938277,21599.9892000054,0.0,10201,1,86400.0,4363200.0,202.0,207.84609690826528,4.0,4.224068175692096,1.3596665755260893,3.105404464515096,1.1998106393931918
25709.0,NonResidential,Hotel,670 S. Weller Street,DOWNTOWN,47.59766,-122.32394,"Hotel, Restaurant",Hotel,21600.0,Restaurant,7200.0,73.0,0.0,357061.5,34260.51953,190.45,5.254626677923303,9599.996800001067,0.0,11664,1,86400.0,3110400.0,324.0,169.7056274847714,9.0,4.33905242153749,1.3718571608439065,5.200314767144004,1.0251480911591004
21095.0,NonResidential,Self-Storage Facility,1915 Third Ave.,DOWNTOWN,47.61179,-122.3404,Self-Storage Facility,Self-Storage Facility,46580.0,Parking,11745.0,73.0,0.0,208169.7969,0.0,4.95,1.7833912195575383,7763.33203944466,0.0,7744,1,279480.0,4099040.0,528.0,215.82400237230334,36.0,4.33905242153749,1.3718571608439065,2.7568626089865815,1.033288695351429
25317.0,SPS-District K-12,K-12 School,1058 E. Mercer St.,EAST,47.62442,-122.31838,K-12 School,K-12 School,73769.0,Parking,11745.0,92.0,0.0,259822.5938,16696.16211,94.85,4.562784469491653,36884.481557759216,0.0,8281,1,147538.0,6712979.0,182.0,271.60449186270836,4.0,4.224068175692096,1.3596665755260893,4.017308587795052,1.0064545144201091
25992.0,NonResidential,Mixed Use Property,2201 9th Ave. / 820 Blanchard St.,DOWNTOWN,47.61811,-122.33908,"Multifamily Housing, Office, Parking, Restaurant",Office,319361.0,Multifamily Housing,95742.6500000001,87.0,0.0,6551398.275000007,43410.53125,393.29,5.977086679162027,32118.47533184934,0.22158796854111856,49,0,4978444.372500029,2799125.350000007,87.1500000000003,632.3567426698327,155.00250000000108,4.33905242153749,1.3718571608439065,4.02240740070352,1.4535352529774157
49701.7,NonResidential,Other,2015 AIRPORT WAY S,GREATER DUWAMISH,47.5843,-122.32229,"Automobile Dealership, Parking",Automobile Dealership,24520.0,Parking,583.3999999999996,73.0,0.0,81105.60156,2674.399902,16.13,2.8408313123360287,28493.98575300712,0.0,49,0,113976.0,398916.0,14.0,238.72159516893313,4.0,3.5021939623231493,1.2671561408877454,4.282175547469136,1.3053288873026805
24448.0,NonResidential,Mixed Use Property,1401 12th Avenue,EAST,47.61324,-122.31724,"Parking, Retail Store",Parking,18000.0,Retail Store,18000.0,59.0,0.0,223634.5,3991.219971,26.52,3.314913013065143,35999.964000036,0.0,10609,1,36000.0,3708000.0,103.0,189.73665961010275,1.0,4.224068175692096,1.3596665755260893,4.02240740070352,1.4535352529774157
29170.0,NonResidential,Mixed Use Property,410 2nd Avenue Extenstion South,EAST,47.59901628,-122.3315077,"Multifamily Housing, Other - Entertainment/Public Assembly",Multifamily Housing,14317.0,Other - Entertainment/Public Assembly,11084.0,73.0,0.0,287947.0,8019.099609,49.44,3.920784511096719,7389.330870223043,0.0,12100,1,66504.0,2438480.0,330.0,148.889220563478,9.0,4.224068175692096,1.3596665755260893,4.02240740070352,1.4535352529774157
24227.0,NonResidential,Other,2960 4th Ave S,GREATER DUWAMISH,47.57587,-122.32789,"Other, Retail Store",Other,21400.0,Retail Store,15000.0,73.0,0.0,235695.7031,7635.529785,46.16,3.85354607566917,36399.963600036404,0.0,49,0,36400.0,254800.0,7.0,190.78784028338913,1.0,3.5021939623231493,1.2671561408877454,4.282175547469136,1.3053288873026805
562.0,NonResidential,Retail Store,222 Yale Ave. N.,LAKE UNION,47.62,-122.33027,Retail Store,Retail Store,98863.0,Parking,11745.0,42.0,0.0,2141824.75,26297.99805,190.61,5.255462056241608,66001.98349950412,0.33562429926238746,400,0,1056032.0,5280160.0,80.0,513.8170880770705,16.0,4.1935172859006355,1.3505221170910435,3.744426120780442,1.2589650944883464
21535.0,NonResidential,Hotel,200 6th Ave N,LAKE UNION,47.62014,-122.34456,Hotel,Hotel,38500.0,Parking,11745.0,37.0,0.0,468135.6875,12072.5498,75.25,4.334017415487521,9629.997592500602,0.0,3249,1,154080.0,2195640.0,228.0,196.2651268055535,16.0,4.1935172859006355,1.3505221170910435,5.200314767144004,1.0251480911591004
20066.0,NonResidential,Hotel,4725 25th AVE NE,NORTHEAST,47.66355,-122.30123,Hotel,Hotel,30910.0,Parking,11745.0,91.0,0.0,239738.2031,7694.679688,46.57,3.8622023104441903,12049.993975003012,0.0,3025,1,48200.0,1325500.0,110.0,155.24174696260025,4.0,4.011790676637696,1.2673379379504515,5.200314767144004,1.0251480911591004
21656.0,NonResidential,Worship Facility,160 Broadway,EAST,47.60321889,-122.3205567,Worship Facility,Worship Facility,22688.0,Parking,11745.0,87.0,0.0,67007.0,1030.469971,7.07,2.0881534822818573,11343.994328002835,0.0,8836,1,45376.0,2132672.0,188.0,150.62536307010186,4.0,4.224068175692096,1.3596665755260893,3.3694042071465256,0.9190492773121226
579.0,NonResidential,Warehouse,7245 West Marginal Way SW,DELRIDGE,47.537451,-122.33847,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,140520.0,Parking,11745.0,61.0,0.0,384092.5938,9149.879883,57.73,4.072950669534428,140519.85948014053,0.0,2304,0,140520.0,6744960.0,48.0,374.85997385690564,1.0,3.9847199175552697,1.240497105330465,3.105404464515096,1.1998106393931918
21774.0,SPS-District K-12,K-12 School,6760 34th Ave. S.W.,DELRIDGE,47.54176,-122.37349,K-12 School,K-12 School,54285.0,Parking,11745.0,75.0,0.0,577983.125,0.0,13.75,2.691243082785829,27263.986368006816,0.0,784,0,109056.0,1526784.0,56.0,233.51231230922278,4.0,3.9847199175552697,1.240497105330465,4.017308587795052,1.0064545144201091
24479.0,NonResidential,Supermarket / Grocery Store,7340 35th Ave NE,NORTHEAST,47.68269,-122.28912,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,35042.0,Parking,583.3999999999996,42.0,0.0,1585199.625,34311.10156,219.93,5.397845909262937,32821.96717803283,0.0,2601,1,32822.0,1673922.0,51.0,181.1684299208888,1.0,4.011790676637696,1.2673379379504515,5.101079265288282,1.0380693811258503
20541.0,NonResidential,Other,3711 RAINIER AVE S,SOUTHEAST,47.56979,-122.29234,Other - Services,Other - Services,20047.0,Parking,11745.0,73.0,0.0,61659.141209,0.0,3.5705,1.5195508068830703,10519.094740452629,0.0,2809,1,42076.4,1115024.6,106.0,145.04551009941673,4.0,3.8364002036202964,1.1819283182974878,4.282175547469136,1.3053288873026805
778.0,NonResidential,Small- and Mid-Sized Office,500 1st Avenue S.,DOWNTOWN,47.5981,-122.33369,"Office, Parking",Office,84481.0,Parking,8474.0,83.0,0.0,1167594.25,688.8800049,31.43,3.4790839203192268,15833.330694444883,0.14421052631427148,11236,1,570000.0,10070000.0,636.0,308.2207001484488,36.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
21622.0,NonResidential,Warehouse,1001 S Myrtle St,GREATER DUWAMISH,47.53906,-122.32031,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,16768.0,Office,6837.0,33.0,0.0,250905.2031,0.0,5.97,1.9416152247724323,29379.970620029384,0.0,1521,0,29380.0,1145820.0,39.0,171.40595088852663,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
36034.0,NonResidential,Retail Store,1401 Broadway,EAST,47.61378771,-122.3214255,Retail Store,Retail Store,45243.0,Parking,11745.0,88.0,0.0,1262439.75,10057.71973,83.45,4.436159643253809,15247.661584112804,0.0,400,0,137229.0,914860.0,60.0,213.87613237572816,9.0,4.224068175692096,1.3596665755260893,3.744426120780442,1.2589650944883464
24646.0,Nonresidential COS,Other,2801 Thistle St,DELRIDGE,47.537451,-122.36918,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Pre-school/Daycare, Swimming Pool",Other - Recreation,29064.0,Fitness Center/Health Club/Gym,8508.0,73.0,0.0,894881.8125,50009.96875,286.89,5.662578462732144,13613.493193253402,0.0,1681,0,54454.0,1116307.0,82.0,165.0060604947588,4.0,3.9847199175552697,1.240497105330465,4.282175547469136,1.3053288873026805
413.0,NonResidential,Large Office,1414 3RD AVE,DOWNTOWN,47.60902,-122.33674,Office,Office,124508.0,Parking,11745.0,89.0,845964.4437500031,1203759.875,0.0,202.99,5.318070973034873,11032.127627941518,0.0,7569,1,1710007.500000006,11949450.0,1083.1500000000037,370.60760920412844,155.00250000000108,4.33905242153749,1.3718571608439065,4.929536101732507,0.8692448643013228
24862.0,NonResidential,K-12 School,3401 SW Myrtle St.,DELRIDGE,47.53887,-122.37564,K-12 School,K-12 School,31375.0,Parking,11745.0,95.0,0.0,85064.10156,9838.110352,54.27,4.012230265845171,9957.996680667773,0.0,2916,1,89622.0,1613196.0,162.0,172.84096736595754,9.0,3.9847199175552697,1.240497105330465,4.017308587795052,1.0064545144201091
27928.0,NonResidential,Small- and Mid-Sized Office,1601 16th Ave,EAST,47.61546,-122.31195,Office,Office,31822.0,Parking,11745.0,73.0,0.0,357342.6875,8570.360352,54.02,4.007696755496428,8611.330462889846,0.0,3364,1,77502.0,1498372.0,174.0,160.72958657322553,9.0,4.224068175692096,1.3596665755260893,3.297269669658814,0.9073490338149458
678.0,NonResidential,Large Office,"811 First Avenue, Suite 350",DOWNTOWN,47.60353,-122.33558,"Office, Retail Store",Office,114919.0,Retail Store,28643.0,94.0,845964.4437500031,1267877.25,17439.51953,282.46,5.64707101973876,34253.49429108429,0.0,12100,1,1233126.0,22607310.0,660.0,453.3442400648761,36.0,4.33905242153749,1.3718571608439065,4.929536101732507,0.8692448643013228
27013.0,NonResidential,Warehouse,525 S Front Street,GREATER DUWAMISH,47.54761,-122.32759,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,41256.0,Parking,11745.0,33.0,0.0,272891.0938,4370.157227,29.7,3.4242626545931514,44475.95552404448,0.0,3136,1,44476.0,2490656.0,56.0,210.893337969695,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
367.0,NonResidential,Large Office,4311 11th Avenue NE,NORTHEAST,47.66065,-122.31689,"Office, Parking",Office,95943.0,Parking,42500.0,88.0,0.0,1297226.125,0.0,30.86,3.4613513044819024,22508.496248583957,0.3276391881561215,196,0,810306.0,1890714.0,84.0,367.4928570734403,36.0,4.011790676637696,1.2673379379504515,4.929536101732507,0.8692448643013228
20273.0,NonResidential,Residence Hall,4106 Brooklyn Ave Ne,NORTHEAST,47.65711,-122.31409,"Parking, Residence Hall/Dormitory",Residence Hall/Dormitory,22000.0,Parking,7000.0,16.0,0.0,347941.0938,15306.87988,89.57,4.506123032386857,9523.99682533439,0.0,529,0,85716.0,657156.0,69.0,169.0325412457613,9.0,4.011790676637696,1.2673379379504515,4.119649028487958,1.2451946653722543
25956.0,SPS-District K-12,K-12 School,1617 38th Ave. E.,EAST,47.63408,-122.2884125,K-12 School,K-12 School,38297.0,Parking,11745.0,85.0,0.0,183054.7031,12205.67871,69.18,4.2510633701550695,12765.662411445863,0.0,8281,1,114891.0,3485027.0,273.0,195.69619311575786,9.0,4.224068175692096,1.3596665755260893,4.017308587795052,1.0064545144201091
49701.7,NonResidential,K-12 School,401 Pike,EAST,47.61386,-122.32647,K-12 School,K-12 School,38000.0,Parking,11745.0,22.0,0.0,654810.625,6780.5,51.59,3.962525987601253,17889.99105500447,0.0,49,0,71560.0,250460.0,14.0,189.15602025840997,4.0,4.224068175692096,1.3596665755260893,4.017308587795052,1.0064545144201091
23863.0,NonResidential,Other,811 Maynard Ave S,GREATER DUWAMISH,47.59549,-122.32538,"Other - Lodging/Residential, Parking",Other - Lodging/Residential,43336.0,Parking,4500.0,73.0,0.0,498235.5,18402.45898,109.59,4.705829669087269,15945.328018223992,0.1582908269889144,576,0,143508.0,1148064.0,72.0,218.71442567878324,9.0,3.5021939623231493,1.2671561408877454,4.282175547469136,1.3053288873026805
24009.0,NonResidential,Other,1040 S Henderson,GREATER DUWAMISH,47.537451,-122.31899,Other,Other,54170.0,Parking,11745.0,73.0,0.0,825435.875,29883.96875,178.35,5.189339203978292,27084.98645750677,0.0,484,0,108340.0,1191740.0,44.0,232.74449510138794,4.0,3.5021939623231493,1.2671561408877454,4.282175547469136,1.3053288873026805
24536.0,NonResidential,Warehouse,309 S Cloverdale Street,GREATER DUWAMISH,47.537451,-122.33064,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,29640.0,Retail Store,1460.0,73.0,0.0,183531.7031,7307.619629,43.18,3.788272197991971,31359.968640031362,0.0,1369,0,31360.0,1160320.0,37.0,177.08754896942924,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
336.0,NonResidential,Large Office,1918 Eighth Avenue,DOWNTOWN,47.61555,-122.33582,"Office, Parking",Office,339005.65000000026,Parking,95742.6500000001,97.0,0.0,6551398.275000007,0.0,275.54,5.622355475960472,32118.47533184934,0.22158796854111856,49,0,4978444.372500029,2799125.350000007,87.1500000000003,632.3567426698327,155.00250000000108,4.33905242153749,1.3718571608439065,4.929536101732507,0.8692448643013228
22312.0,Nonresidential COS,Other,5614 22nd Ave. N.W.,BALLARD,47.66984,-122.3783225,"Library, Other - Services",Library,15000.0,Other - Services,3100.0,73.0,0.0,272578.4063,6032.07959,38.52,3.6768068728796672,30575.96942403058,0.5094191522596344,144,0,30576.0,366912.0,12.0,174.85994395515516,1.0,3.912910514987732,1.2339019117506258,4.282175547469136,1.3053288873026805
25513.0,NonResidential,Worship Facility,3416 E. Marion,CENTRAL,47.61118,-122.2884125,Worship Facility,Worship Facility,21850.0,Parking,11745.0,97.0,0.0,61659.141209,2357.380127,13.09,2.645465325910589,21849.978150021852,0.0,12100,1,21850.0,2403500.0,110.0,147.81745499094484,1.0,3.835734022555626,1.1782890369252899,3.3694042071465256,0.9190492773121226
719.0,NonResidential,Distribution Center,1762 6th Ave S,GREATER DUWAMISH,47.58685,-122.32501,"Distribution Center, Office",Distribution Center,99551.0,Office,11061.0,95.0,0.0,297497.0938,0.0,7.08,2.089391872533004,110612.88938711063,0.0,3136,1,110613.0,6194328.0,56.0,332.58532739734625,1.0,3.5021939623231493,1.2671561408877454,3.3102624225812476,1.205387221548688
123.65,NonResidential,Senior Care Community,4831 35th Ave SW,SOUTHWEST,47.55837,-122.37751,"Parking, Senior Care Community",Senior Care Community,296313.0,Parking,583.3999999999996,54.0,0.0,3465642.5,65448.83886650005,564.2850000000001,6.337327980655664,43520.59129588174,0.0,8836,1,1088015.0,20454682.0,470.0,466.4793671750124,25.0,4.034133919996902,1.2680730037486931,5.164982346452764,0.927964657415081
616.0,NonResidential,Large Office,401 Second Ave S,DOWNTOWN,47.59858,-122.33198,Office,Office,160580.0,Parking,11745.0,97.0,347207.9063,883376.6875,9748.979492,99.59,4.611052849146247,22939.99672285761,0.0,11881,1,1124060.0,17503220.0,763.0,400.7243441569279,49.0,4.33905242153749,1.3718571608439065,4.929536101732507,0.8692448643013228
26154.0,NonResidential,Small- and Mid-Sized Office,2400 8th Ave W,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712,Office,Office,25481.0,Parking,11745.0,92.0,0.0,64270.60156,6978.089844,38.59,3.678576561118039,12740.493629753184,0.0,3136,1,50962.0,1426936.0,112.0,159.62769183321547,4.0,3.935323358003718,1.285361666288839,3.297269669658814,0.9073490338149458
